ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
06,CALIFORNIA,CA,Nevada,06057,"Nevada County, California",957.76699958832,98639.0,0.0,53189.0,127.0,40587.0,664.0,11835.0,1152.0,3968.0,527.0,33385.0,1361.0,4956.0,543.0,23093.0,144.0,17548.0,113.0,14411.0,829.0,2359.0,375.6,14170.0,123.0,1305.0,367.7,2016.0,348.4,2948.0,288.0,769.0,191.6,1876.0,315.0,1211.0,221.0,12.1,1.2,8.8,1.2,33385.0,1361.0,6.7,0.7,23.4,0.1,17.8,0.1,14.8,0.8,5.8,0.9,14.4,0.1,1.4,0.4,3.8,0.7,5.5,0.5,1.9,0.5,4.6,0.8,1.2,0.2,0.2632,0.4211,0.2281,0.0175,0.9298,0.1754,0.8772,0.1404,0.6316,0.0877,1.7368000000000001,0.2456,0.0175,0.1404,0.1579,0.0877,0.2632,0.4386,0.1228,0.193,0.1754,1.193,0.0702,4.0175,0.0351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10911.0,1084.0,11.2,1.1,85693.0
06,CALIFORNIA,CA,Orange,06059,"Orange County, California",790.621952662396,3132211.0,0.0,1072121.0,633.0,1017012.0,2328.0,385556.0,9162.0,111106.0,2415.0,35939.0,250.0,325372.0,3963.0,412701.0,0.0,721172.0,0.0,265805.0,3577.0,78296.0,1935.7,1817539.0,1006.0,319276.0,4170.5,200562.0,2662.4,29306.0,927.0,90235.0,1939.9,47496.0,1331.0,43114.0,1289.0,12.5,0.3,6.8,0.1,35939.0,250.0,15.5,0.2,13.2,0.0,23.0,0.0,8.5,0.1,7.7,0.2,58.0,0.0,10.8,0.1,18.7,0.2,2.7,0.1,8.9,0.2,4.7,0.1,1.4,0.0,0.2807,0.1404,0.1579,0.5439,1.1228,0.2456,0.3684,0.5965,0.0526,0.3333,1.3509,0.1579,0.6667,0.8246,1.4912,0.7368,0.8772,0.1404,0.8246,0.2281,0.2456,2.3158,0.386,6.2807,0.2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384240.0,5956.0,12.3,0.2,3343367.0
06,CALIFORNIA,CA,Placer,06061,"Placer County, California",1407.084278884998,370571.0,0.0,157888.0,245.0,136730.0,754.0,31932.0,2122.0,12582.0,669.0,37914.0,608.0,14879.0,871.0,66179.0,42.0,85141.0,0.0,40461.0,1341.0,9489.0,658.5,95351.0,209.0,7183.0,703.6,10419.0,552.2,4398.0,358.0,2958.0,432.2,5392.0,407.0,4024.0,551.0,8.7,0.6,7.0,0.4,37914.0,608.0,5.8,0.3,17.9,0.1,23.0,0.0,11.0,0.4,6.9,0.5,25.7,0.1,2.0,0.2,6.6,0.3,2.8,0.2,2.2,0.3,3.9,0.3,1.1,0.1,0.0351,0.193,0.1228,0.0,0.3509,0.0351,0.6842,0.5614,0.2807,0.2632,1.7894999999999999,0.3509,0.2281,0.2281,0.4561,0.2281,0.5263,0.1579,0.193,0.0877,0.1053,1.0702,0.0351,3.6667,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28326.0,1699.0,7.7,0.5,371024.0
06,CALIFORNIA,CA,Plumas,06063,"Plumas County, California",2553.061248199286,18754.0,0.0,15693.0,59.0,8376.0,321.0,2346.0,423.0,977.0,258.0,31292.0,2464.0,1173.0,260.0,4673.0,93.0,3108.0,5.0,3815.0,418.0,480.0,152.1,3057.0,135.0,170.0,123.5,296.0,101.5,1467.0,235.0,133.0,83.9,546.0,152.0,410.0,116.0,12.8,2.3,11.8,3.1,31292.0,2464.0,8.1,1.8,24.9,0.5,16.6,0.0,20.5,2.2,5.7,1.8,16.3,0.7,1.0,0.7,1.9,0.6,9.3,1.5,1.6,1.0,6.5,1.8,2.2,0.6,0.3509,0.8246,0.2982,0.0702,1.5439,0.3509,0.9649,0.0877,0.9298,0.0702,2.0526,0.5088,0.0351,0.0526,0.0877,0.0351,0.0877,0.7193,0.0175,0.5439,0.4912,1.8596,0.1754,5.5439,0.1754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1908.0,337.0,10.3,1.8,18675.0
06,CALIFORNIA,CA,Riverside,06065,"Riverside County, California",7206.287554202398,2323892.0,0.0,820300.0,393.0,705716.0,2381.0,376689.0,8951.0,120960.0,2207.0,24443.0,164.0,286746.0,3607.0,306492.0,0.0,613547.0,0.0,260228.0,3538.0,72157.0,2044.7,1458261.0,744.0,178936.0,3423.4,64673.0,1588.2,74205.0,1223.0,51310.0,1652.3,33534.0,1227.0,33394.0,1146.0,16.5,0.4,11.3,0.2,24443.0,164.0,19.5,0.2,13.2,0.0,26.4,0.0,11.3,0.2,10.2,0.3,62.8,0.0,8.3,0.2,7.9,0.2,9.0,0.1,7.3,0.2,4.8,0.2,1.4,0.0,0.5263,0.7368,0.6316,0.7018,2.5965,0.7018,0.3684,0.7368,0.3684,0.6491,2.1228,0.5439,0.7368,0.5965,1.3333,0.6491,0.5965,0.7018,0.7018,0.2632,0.2807,2.5439,0.5263,8.5965,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338467.0,5619.0,14.7,0.2,2108577.0
06,CALIFORNIA,CA,Sacramento,06067,"Sacramento County, California",964.939792890934,1479300.0,0.0,562003.0,584.0,527335.0,1526.0,260877.0,5582.0,74025.0,1842.0,28292.0,271.0,129386.0,2658.0,189264.0,0.0,360897.0,0.0,185928.0,2703.0,57302.0,1503.8,793348.0,1043.0,95398.0,2539.4,74275.0,1655.6,13309.0,612.0,25214.0,1066.6,39407.0,1141.0,24897.0,1581.0,17.9,0.4,10.2,0.2,28292.0,271.0,13.2,0.3,12.8,0.0,24.4,0.0,12.7,0.2,10.9,0.3,53.6,0.1,6.9,0.2,13.2,0.3,2.4,0.1,4.8,0.2,7.5,0.2,1.7,0.1,0.6316,0.5965,0.4561,0.4386,2.1228,0.5789,0.3158,0.7018,0.5088,0.6842,2.2105,0.6316,0.5965,0.4912,1.0877,0.5088,0.807,0.1228,0.4386,0.7719,0.3333,2.4737,0.4386,7.8947,0.5965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151656.0,3606.0,10.4,0.2,1565359.0
06,CALIFORNIA,CA,San Benito,06069,"San Benito County, California",1388.714411751784,58051.0,0.0,18139.0,55.0,17390.0,159.0,6224.0,856.0,3211.0,361.0,27848.0,910.0,7957.0,442.0,6519.0,43.0,15708.0,54.0,5444.0,435.0,1975.0,280.8,37067.0,20.0,5252.0,533.4,647.0,146.6,897.0,129.0,1427.0,258.5,460.0,128.0,295.0,119.0,10.8,1.5,10.8,1.2,27848.0,910.0,21.7,1.2,11.2,0.1,27.1,0.1,9.4,0.8,11.4,1.6,63.9,0.0,9.7,1.0,3.6,0.8,4.9,0.7,8.2,1.5,2.6,0.7,0.5,0.2,0.1579,0.6667,0.4737,0.7719,2.0702,0.5088,0.0877,0.7719,0.1053,0.7895,1.7544,0.2807,0.7719,0.6842,1.4561,0.7018,0.2281,0.3509,0.7895,0.0,0.0,1.3684,0.0877,6.6491,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6594.0,656.0,11.4,1.1,47106.0
06,CALIFORNIA,CA,San Bernardino,06071,"San Bernardino County, California",20057.273250248647,2106754.0,0.0,708442.0,855.0,618922.0,2288.0,392195.0,8442.0,104472.0,2424.0,21857.0,192.0,274381.0,3944.0,218205.0,115.0,576482.0,0.0,224187.0,3134.0,78570.0,2037.3,1463968.0,636.0,164265.0,3418.5,62787.0,1747.3,40844.0,1133.0,54440.0,1609.5,34920.0,1210.0,54034.0,2793.0,19.1,0.4,11.0,0.2,21857.0,192.0,21.2,0.3,10.4,0.1,27.4,0.0,10.9,0.2,12.7,0.3,69.5,0.0,8.4,0.2,8.9,0.2,5.8,0.2,8.8,0.3,5.6,0.2,2.6,0.1,0.6842,0.6842,0.7719,0.7544,2.8947000000000003,0.7544,0.0351,0.807,0.2632,0.8947,2.0,0.4561,0.9298,0.614,1.5439,0.7895,0.6842,0.4561,0.807,0.4035,0.6316,2.9825,0.7018,9.4211,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290269.0,5528.0,14.1,0.3,1996750.0
06,CALIFORNIA,CA,San Diego,06073,"San Diego County, California",4206.639132326722,3253356.0,0.0,1187644.0,948.0,1103128.0,2860.0,444024.0,7970.0,126990.0,3059.0,32482.0,192.0,293959.0,4042.0,413435.0,0.0,727664.0,0.0,310902.0,3784.0,94202.0,2335.6,1733652.0,890.0,228467.0,4304.3,246059.0,2957.9,43153.0,1108.0,70966.0,1806.7,64192.0,1709.0,88924.0,2465.0,14.0,0.3,7.8,0.2,32482.0,192.0,13.6,0.2,12.7,0.0,22.4,0.0,9.9,0.1,8.5,0.2,53.3,0.0,7.5,0.1,20.7,0.2,3.6,0.1,6.4,0.2,5.8,0.2,2.7,0.1,0.386,0.3158,0.2456,0.4737,1.4211,0.3333,0.2982,0.5088,0.1579,0.5088,1.4737,0.1754,0.5614,0.5263,1.0877,0.5263,0.9123,0.2281,0.5789,0.4386,0.6491,2.807,0.6491,6.7895,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,385939.0,7283.0,12.2,0.2,3362701.0
06,CALIFORNIA,CA,San Francisco,06075,"San Francisco County, California",46.894283662074,850282.0,0.0,386755.0,508.0,356797.0,1619.0,104180.0,3383.0,32234.0,1376.0,55567.0,795.0,84024.0,2009.0,122295.0,72.0,114628.0,0.0,89464.0,2165.0,13378.0,849.6,500194.0,468.0,100414.0,2377.2,141226.0,1965.2,636.0,194.0,21945.0,1030.7,108391.0,1788.0,20196.0,1072.0,12.5,0.4,6.2,0.3,55567.0,795.0,12.6,0.3,14.4,0.1,13.5,0.0,10.6,0.3,3.7,0.2,58.8,0.1,12.4,0.3,36.5,0.5,0.2,0.1,6.2,0.3,30.4,0.5,2.4,0.1,0.2807,0.0702,0.0175,0.3684,0.7368,0.0877,0.5088,0.0,0.2456,0.0175,0.7719,0.0175,0.6842,0.8596,1.5439,0.7895,1.0,0.0,0.5614,1.0,0.5614,3.1228,0.8772,6.1754,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,58719.0,2063.0,6.9,0.2,1088328.0
06,CALIFORNIA,CA,San Joaquin,06077,"San Joaquin County, California",1392.390607040996,714860.0,0.0,237752.0,319.0,221707.0,951.0,124587.0,4000.0,38954.0,1545.0,23477.0,300.0,97333.0,1973.0,83916.0,0.0,199521.0,0.0,86009.0,2018.0,27146.0,1178.1,472835.0,292.0,63053.0,1876.7,19301.0,789.0,8110.0,460.0,15875.0,886.8,15338.0,690.0,15163.0,934.0,17.8,0.6,11.9,0.5,23477.0,300.0,22.0,0.4,11.7,0.0,27.9,0.0,12.2,0.3,12.2,0.5,66.1,0.0,9.5,0.3,8.1,0.3,3.4,0.2,7.2,0.4,6.9,0.3,2.1,0.1,0.5965,0.8596,0.7018,0.7895,2.9474,0.7719,0.1579,0.9123,0.4386,0.8596,2.3684,0.6842,0.8246,0.6667,1.4912,0.7368,0.614,0.2105,0.6842,0.6491,0.4737,2.6316,0.5614,9.4386,0.8246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82648.0,3078.0,11.7,0.4,694136.0
06,CALIFORNIA,CA,San Luis Obispo,06079,"San Luis Obispo County, California",3300.647131396374,278680.0,0.0,119399.0,310.0,104404.0,919.0,37208.0,2124.0,7479.0,638.0,32335.0,644.0,18206.0,1026.0,48924.0,61.0,50812.0,161.0,30013.0,1056.0,6728.0,652.4,84479.0,85.0,10287.0,931.7,7129.0,594.0,10607.0,596.0,3732.0,520.3,5016.0,467.0,16409.0,765.0,14.2,0.8,5.5,0.5,32335.0,644.0,9.9,0.6,17.6,0.1,18.2,0.1,11.0,0.4,6.4,0.6,30.3,0.0,3.9,0.4,6.0,0.5,8.9,0.5,3.6,0.5,4.8,0.5,5.9,0.3,0.4035,0.0351,0.2632,0.1579,0.8596,0.1579,0.6667,0.1754,0.2807,0.193,1.3158,0.1404,0.3158,0.3333,0.6491,0.3158,0.4912,0.6842,0.3333,0.2632,0.9123,2.6842,0.5965,5.5088,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,27491.0,1604.0,10.1,0.6,277908.0
06,CALIFORNIA,CA,San Mateo,06081,"San Mateo County, California",448.518848160022,754748.0,0.0,273798.0,307.0,261010.0,932.0,57490.0,2485.0,23439.0,1093.0,50262.0,575.0,60898.0,1985.0,110519.0,0.0,162440.0,0.0,61974.0,1430.0,16090.0,889.9,449625.0,483.0,57020.0,2050.2,54034.0,1319.6,3025.0,293.0,19682.0,966.1,13930.0,803.0,9905.0,800.0,7.7,0.3,5.6,0.3,50262.0,575.0,11.4,0.4,14.6,0.0,21.5,0.0,8.3,0.2,6.2,0.3,59.6,0.1,8.0,0.3,19.7,0.5,1.1,0.1,7.5,0.4,5.3,0.3,1.3,0.1,0.0,0.0526,0.0351,0.2632,0.3509,0.0175,0.5439,0.4211,0.0351,0.1228,1.1228,0.0526,0.7018,0.5614,1.2631999999999999,0.5965,0.8947,0.0175,0.7368,0.3684,0.2105,2.2281,0.3158,4.9649,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54146.0,2247.0,7.2,0.3,732776.0
06,CALIFORNIA,CA,Santa Barbara,06083,"Santa Barbara County, California",2735.146798888996,439395.0,0.0,154574.0,345.0,143051.0,855.0,66880.0,3260.0,16101.0,894.0,31098.0,527.0,53932.0,1428.0,61517.0,46.0,98870.0,0.0,42011.0,1430.0,12917.0,751.4,237559.0,170.0,45946.0,1773.8,19769.0,858.8,7859.0,502.0,14580.0,761.3,9301.0,688.0,19742.0,890.0,15.9,0.8,7.2,0.4,31098.0,527.0,19.9,0.5,14.0,0.1,22.5,0.0,9.7,0.3,9.0,0.5,54.1,0.0,11.2,0.4,12.8,0.6,5.1,0.3,10.2,0.5,6.5,0.5,4.5,0.2,0.4561,0.2456,0.3158,0.7193,1.7368000000000001,0.4035,0.4737,0.5263,0.1404,0.5263,1.6667,0.2281,0.614,0.8421,1.4561,0.7018,0.7895,0.4035,0.9474,0.5439,0.8246,3.5088,0.9825,8.3684,0.6316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,58970.0,2317.0,13.6,0.5,464262.0
06,CALIFORNIA,CA,Santa Clara,06085,"Santa Clara County, California",1291.206177528142,1885056.0,0.0,651905.0,539.0,626579.0,1547.0,172213.0,5311.0,65981.0,1963.0,46034.0,340.0,166105.0,3072.0,230274.0,0.0,435218.0,0.0,146448.0,2529.0,42231.0,1422.0,1259838.0,663.0,171519.0,3412.1,137677.0,2261.9,18983.0,603.0,49176.0,1413.2,32123.0,1233.0,34677.0,1463.0,9.3,0.3,6.6,0.2,46034.0,340.0,12.9,0.2,12.2,0.0,23.1,0.0,7.8,0.1,6.7,0.2,66.8,0.0,9.7,0.2,21.1,0.3,2.9,0.1,7.8,0.2,5.1,0.2,1.8,0.1,0.0877,0.1053,0.0526,0.4211,0.6667,0.0526,0.2281,0.614,0.0175,0.2281,1.0877,0.0351,0.8596,0.7193,1.5789,0.8246,0.9298,0.1754,0.7544,0.3509,0.4386,2.6491,0.5789,5.9825,0.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,144253.0,3771.0,7.7,0.2,2057491.0
06,CALIFORNIA,CA,Santa Cruz,06087,"Santa Cruz County, California",445.16299204766,270931.0,0.0,105255.0,284.0,95062.0,658.0,39211.0,2518.0,10361.0,837.0,34732.0,688.0,23995.0,1021.0,36624.0,79.0,54522.0,0.0,26982.0,1281.0,6912.0,651.4,113279.0,284.0,20762.0,1371.6,9382.0,670.1,6055.0,503.0,6386.0,559.8,5618.0,543.0,12166.0,663.0,15.1,1.0,7.3,0.6,34732.0,688.0,13.7,0.6,13.5,0.1,20.1,0.0,10.0,0.5,7.3,0.7,41.8,0.1,8.1,0.5,8.9,0.6,5.8,0.5,6.7,0.6,5.9,0.6,4.5,0.2,0.4386,0.2632,0.193,0.5088,1.4035,0.3158,0.4211,0.2456,0.193,0.3158,1.1754,0.0877,0.4561,0.5789,1.0351,0.4737,0.7193,0.4561,0.5965,0.4561,0.807,3.0351,0.7719,6.6491,0.3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600.0,1614.0,10.2,0.6,260633.0
06,CALIFORNIA,CA,Shasta,06089,"Shasta County, California",3775.374643548308,179228.0,0.0,77942.0,183.0,69713.0,574.0,30945.0,1577.0,6728.0,574.0,25094.0,567.0,12539.0,798.0,34570.0,72.0,38822.0,0.0,32486.0,1188.0,5720.0,451.2,34134.0,181.0,1963.0,396.6,3831.0,394.5,8983.0,605.0,1877.0,280.4,4587.0,371.0,3138.0,418.0,17.5,0.9,8.7,0.8,25094.0,567.0,10.0,0.6,19.3,0.1,21.7,0.0,18.3,0.7,8.2,0.6,19.0,0.1,1.2,0.2,4.9,0.5,11.5,0.8,2.7,0.4,6.6,0.5,1.8,0.2,0.5614,0.386,0.5965,0.1754,1.7193,0.386,0.7544,0.4386,0.7719,0.4737,2.4386,0.7544,0.1228,0.1053,0.2281,0.1228,0.4386,0.8421,0.2281,0.614,0.3684,2.4912,0.4737,6.8772,0.4561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20547.0,1311.0,11.6,0.7,178396.0
06,CALIFORNIA,CA,Sierra,06091,"Sierra County, California",953.167917429874,2931.0,191.0,2349.0,50.0,1275.0,144.0,329.0,189.0,50.0,31.0,31873.0,5255.0,261.0,88.0,764.0,88.0,425.0,70.0,536.0,150.0,19.0,17.5,412.0,251.7,35.0,53.5,44.0,36.8,186.0,87.0,2.0,12.6,34.0,27.0,34.0,36.0,11.3,6.5,3.9,2.5,31873.0,5255.0,11.0,3.8,26.1,2.6,14.5,2.2,18.5,5.0,1.5,1.4,14.1,8.5,1.2,1.9,1.9,1.6,7.9,3.8,0.2,1.0,2.7,2.2,1.2,1.2,0.2281,0.0,0.2807,0.2456,0.7544,0.1053,1.0,0.0175,0.7895,0.0,1.807,0.3684,0.0,0.1228,0.1228,0.0526,0.0702,0.6491,0.0,0.0175,0.1579,0.8947,0.0,3.5789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,236.0,92.0,8.1,3.3,2312.0
06,CALIFORNIA,CA,Siskiyou,06093,"Siskiyou County, California",6278.781012376394,43668.0,0.0,24034.0,81.0,19045.0,385.0,9524.0,670.0,2161.0,251.0,23542.0,835.0,3627.0,289.0,9941.0,37.0,8841.0,0.0,8822.0,517.0,1503.0,207.6,9772.0,14.0,755.0,182.5,815.0,184.5,3129.0,247.0,569.0,99.8,1484.0,240.0,582.0,143.0,22.0,1.5,11.7,1.3,23542.0,835.0,11.4,0.9,22.8,0.1,20.2,0.0,20.3,1.2,7.9,1.1,22.4,0.0,1.8,0.4,3.4,0.8,13.0,1.0,3.0,0.5,7.8,1.2,1.3,0.3,0.8772,0.7895,0.6842,0.2632,2.614,0.7193,0.8421,0.2632,0.9123,0.386,2.4035,0.7018,0.193,0.193,0.386,0.1754,0.193,0.8947,0.2807,0.8596,0.2281,2.4561,0.4211,7.8596,0.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4291.0,374.0,9.9,0.9,41639.0
06,CALIFORNIA,CA,Solano,06095,"Solano County, California",821.771831903096,429596.0,0.0,155091.0,201.0,145315.0,947.0,53265.0,2639.0,21347.0,1146.0,30251.0,435.0,36163.0,1449.0,58275.0,0.0,98840.0,0.0,50337.0,1184.0,16273.0,946.2,260195.0,388.0,20279.0,1130.2,13583.0,776.3,4552.0,435.0,6617.0,528.4,8323.0,602.0,10758.0,476.0,12.7,0.6,10.0,0.5,30251.0,435.0,12.5,0.5,13.6,0.0,23.0,0.0,12.1,0.3,11.2,0.6,60.6,0.1,5.0,0.3,8.8,0.5,2.9,0.3,4.6,0.4,5.7,0.4,2.5,0.1,0.3158,0.5789,0.3684,0.3509,1.6139999999999999,0.3684,0.4386,0.5789,0.4211,0.7368,2.1754,0.5789,0.7193,0.4035,1.1228,0.5789,0.6667,0.1754,0.4035,0.4211,0.5965,2.2632,0.3333,7.1754,0.5088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38213.0,2029.0,9.2,0.5,380803.0
06,CALIFORNIA,CA,Sonoma,06097,"Sonoma County, California",1575.851210196548,497776.0,0.0,207058.0,372.0,189043.0,1028.0,55095.0,2613.0,18297.0,989.0,35639.0,506.0,44790.0,1494.0,83344.0,93.0,102675.0,0.0,58655.0,1787.0,15118.0,881.1,177210.0,560.0,27323.0,1273.2,18354.0,819.6,10175.0,446.0,9606.0,700.4,9138.0,618.0,8833.0,929.0,11.2,0.5,7.0,0.4,35639.0,506.0,12.8,0.4,16.7,0.1,20.6,0.0,11.9,0.4,8.0,0.5,35.6,0.1,5.8,0.3,8.9,0.4,4.9,0.2,5.1,0.4,4.8,0.3,1.8,0.2,0.193,0.193,0.1754,0.4035,0.9649,0.2105,0.614,0.3509,0.4035,0.4035,1.7719,0.3158,0.4035,0.4561,0.8596,0.4211,0.7018,0.3509,0.4737,0.2632,0.386,2.1754,0.2632,5.7719000000000005,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49892.0,2039.0,10.1,0.4,470284.0
06,CALIFORNIA,CA,Stanislaus,06099,"Stanislaus County, California",1496.007315832704,530561.0,0.0,180386.0,206.0,170328.0,901.0,95739.0,3260.0,33913.0,1548.0,22915.0,372.0,74176.0,1776.0,64443.0,213.0,145560.0,0.0,70508.0,1755.0,20816.0,943.4,296472.0,467.0,47779.0,1934.8,12541.0,723.1,7470.0,474.0,11722.0,666.0,11811.0,711.0,5531.0,535.0,18.2,0.6,13.8,0.6,22915.0,372.0,22.4,0.5,12.1,0.1,27.4,0.0,13.4,0.3,12.2,0.6,55.9,0.1,9.7,0.4,7.0,0.4,4.1,0.3,6.9,0.4,6.9,0.4,1.0,0.1,0.6491,0.9649,0.7193,0.8246,3.1579,0.8421,0.2105,0.8246,0.5614,0.8421,2.4386,0.7719,0.6491,0.7018,1.3509,0.6842,0.5439,0.2807,0.6316,0.6491,0.0877,2.193,0.2807,9.1404,0.7719,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60716.0,2289.0,11.5,0.4,515535.0
06,CALIFORNIA,CA,Sutter,06101,"Sutter County, California",602.417961725898,95406.0,0.0,34102.0,124.0,32028.0,361.0,16535.0,1437.0,4836.0,415.0,24335.0,747.0,12742.0,642.0,13795.0,65.0,25180.0,0.0,12692.0,645.0,3612.0,375.2,49656.0,76.0,9121.0,785.8,2868.0,325.6,1789.0,242.0,2159.0,329.2,2090.0,304.0,979.0,260.0,17.5,1.5,11.2,0.9,24335.0,747.0,20.8,1.0,14.5,0.1,26.4,0.0,13.5,0.7,11.3,1.2,52.0,0.1,10.3,0.9,8.4,1.0,5.2,0.7,6.7,1.0,6.5,0.9,1.0,0.3,0.5614,0.7193,0.6491,0.7368,2.6667,0.7368,0.5263,0.7193,0.5789,0.7544,2.5789,0.8596,0.5439,0.7719,1.3158,0.614,0.6491,0.4211,0.614,0.5439,0.0526,2.2807,0.3509,8.8421,0.7018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12398.0,928.0,13.2,1.0,86896.0
